Netzbetreiber;Anlagenart;Bestand_2024.0;Prognosen_2030.0;Prognosen_2035.0;Prognosen_2045.0;Anmerkungen_2045.0;Planungsregion;Prognose_2030.0;Prognose_2035.0;Prognose_2045.0;Verteilnetzbetreiber_Bestand;Verteilnetzbetreiber_Prognosen Basisszenario;Verteilnetzbetreiber_Prognosen Basisszenario_1;Verteilnetzbetreiber_Prognosen Basisszenario_2;Verteilnetzbetreiber_Prognosen Effizienzszenario;Verteilnetzbetreiber_Prognosen Effizienzszenario_1;Verteilnetzbetreiber_Prognosen Effizienzszenario_2;Verteilnetzbetreiber_Anmerkungen;Übertragungsnetzbetreiber_Szenario A;Übertragungsnetzbetreiber_Szenario A_1;Übertragungsnetzbetreiber_Szenario B;Übertragungsnetzbetreiber_Szenario B_1;Übertragungsnetzbetreiber_Anmerkungen
(siehe Anmerkung)";Photovoltaik auf oder an Gebäuden (MWp);;;;;;Bayern;;;;4233;7643.0;10061.0;12331.0;6407.0;7994.0;10036.0;"Unter ""Nachgelagerte Verteilnetzbetreiber"" sind jene Leistungen erfasst, die nicht direkt an die Netze der Verteilnetzbetreiber mit Veröffentlichungspflicht gemäß § 14d EnWG angeschlossen werden. Sie sind dennoch auslegungsrelevant in der Netzplanung, da die Leistungen in den Netzen der Verteilnetzbetreiber mit Veröffentlichungspflicht bereitgestellt oder aufgenommen werden müssen.";;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Photovoltaik Freifläche (MWp);;;;;;Bayern;;;;1353;3482.0;4972.0;6318.0;2868.0;3958.0;5130.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Windenergie an Land;;;;;;Bayern;;;;387;1002.0;1419.0;1601.0;977.0;1520.0;1778.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Windenergie auf See;;;;;;Bayern;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Sonstige erneuerbare Erzeugung;;;;;;Bayern;;;;1013;1058.0;1078.0;1109.0;1058.0;1078.0;1109.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Konventionelle Kraftwerke;;;;;;Bayern;;;;940;953.0;945.0;928.0;953.0;945.0;928.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Wärmepumpen (für dezentrale Wärmelösungen);;;;;;Bayern;;;;553;1216.0;2109.0;3402.0;1185.0;1583.0;2563.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Elektrischer Bedarf für zentrale Wärmelösungen;;;;;;Bayern;;;;0;379.0;942.0;964.0;379.0;942.0;964.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Elektromobilität;;;;;;Bayern;;;;1666;6189.0;16978.0;22888.0;6189.0;16978.0;22888.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);;;;;;Bayern;;;;3907;3894.0;3884.0;3960.0;3894.0;3884.0;3960.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Stand-alone Rechenzentren;;;;;;Bayern;;;;0;136.0;272.0;272.0;136.0;272.0;272.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Elektrolyseure;;;;;;Bayern;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Kleinbatteriespeicher (< 1 MW);;;;;;Bayern;;;;593;2102.0;2969.0;3927.0;1782.0;2431.0;3431.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Großbatteriespeicher (ab 1 MW);;;;;;Bayern;;;;87;653.0;1153.0;1873.0;623.0;1100.0;1875.0;;;;;;
"Nachgelagerte Verteilnetzbetreiber
(siehe Anmerkung)";Pumpspeicher;;;;;;Bayern;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Photovoltaik auf oder an Gebäuden (MWp);;;;;;Bayern;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;"Unter ""Übertragungsnetzbetreiber"" sind jene Leistungen erfasst, die mit hoher Sicherheit direkt an das Übertragungsnetz angeschlossen werden, aber geographisch in die Planungsregion Bayern fallen.
Sie sind in der Verteilnetzplanung nicht auslegungsrelevant, vervollständigen aber die Darstellung der erwarteten Entwicklung und sollen zum besseren Verständnis beitragen.
Sofern für eine Anlagenart keine gesicherten Erkenntnisse zur Anschlussnetzebene vorliegen, werden sie im Rahmen des Regionalszenarios den Verteilnetzbetreibern der Planungsregion Bayern zugeordnet. ";;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Photovoltaik Freifläche (MWp);;;;;;Bayern;;;;Keine Informationen vorhanden, Leistungen bei Verteilnetzbetreibern erfasst.;;;;;;;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Windenergie an Land;;;;;;Bayern;;;;Keine Informationen vorhanden, Leistungen bei Verteilnetzbetreibern erfasst.;;;;;;;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Windenergie auf See;;;;;;Bayern;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Sonstige erneuerbare Erzeugung;;;;;;Bayern;;;;Keine Informationen vorhanden, Leistungen bei Verteilnetzbetreibern erfasst.;;;;;;;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Konventionelle Kraftwerke;;;;;;Bayern;;;;1457;4020.0;3029.0;3920.0;4020.0;3029.0;3920.0;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Wärmepumpen (für dezentrale Wärmelösungen);;;;;;Bayern;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Elektrischer Bedarf für zentrale Wärmelösungen;;;;;;Bayern;;;;Keine Informationen vorhanden, Leistungen bei Verteilnetzbetreibern erfasst.;;;;;;;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Elektromobilität;;;;;;Bayern;;;;Keine Informationen vorhanden, Leistungen bei Verteilnetzbetreibern erfasst.;;;;;;;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);;;;;;Bayern;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Stand-alone Rechenzentren;;;;;;Bayern;;;;Keine Informationen vorhanden, Leistungen bei Verteilnetzbetreibern erfasst.;;;;;;;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Elektrolyseure;;;;;;Bayern;;;;Keine Informationen vorhanden, Leistungen bei Verteilnetzbetreibern erfasst.;;;;;;;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Kleinbatteriespeicher (< 1 MW);;;;;;Bayern;;;;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Großbatteriespeicher (ab 1 MW);;;;;;Bayern;;;;0;400.0;400.0;400.0;400.0;400.0;400.0;;;;;;
"Übertragungsnetzbetreiber
(siehe Anmerkung)";Pumpspeicher;;;;;;Bayern;;;;0;0.0;300.0;300.0;0.0;300.0;300.0;;;;;;
