keys;MSTR_key;vnb_names;vnb_vlevels;date_erhebung;area_ns;length_ns;area_ms;length_ms;area_hs;length_hs;count_storage_requests_ns;count_storage_requests_ms;count_storage_requests_hs;sum_storage_requests_ns;sum_storage_requests_ms;sum_storage_requests_hs;umsetzungsquote_ee_ns;umsetzungsquote_ee_ms;umsetzungsquote_ee_hs;umsetzungsquote_storage_ns;umsetzungsquote_storage_ms;umsetzungsquote_storage_hs;count_realized_ee_ns;count_requests_ee_ns;count_realized_ee_ms;count_requests_ee_ms;count_realized_ee_hs;count_requests_ee_hs;count_realized_storage_ns;count_requests_storage_ns;count_realized_storage_ms;count_requests_storage_ms;count_realized_storage_hs;count_requests_storage_hs;duration_storage_ns;duration_storage_ms;duration_storage_hs;duration_ee_ns;duration_ee_ms;duration_ee_hs;digital_score_total;digital_score_smart_grids;digital_score_processes_systems;digital_score_data_management_analysis;digital_score_customer_management
10000572;SNB927892816017;Elektrizitätswerk Schweiger oHG;NS, MS;2025-04-08;6.3;155.883;59.9;77.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;;1.0;;;80.0;80.0;3.0;3.0;0.0;0.0;12.0;12.0;0.0;0.0;0.0;0.0;10.0;20.0;;6.0;20.0;;0.46;0.27;0.33;1.0;0.24
10000573;SNB939653726848;Stadtwerke Herborn GmbH;NS, MS;2025-05-22;13.0;243.0;63.8;103.0;0.0;0.0;82.0;0.0;0.0;656.0;0.0;0.0;1.0;;;0.1224;;;218.0;218.0;0.0;0.0;0.0;0.0;18.0;147.0;0.0;0.0;0.0;0.0;8.0;44.0;;8.0;;;0.41;0.1;0.4;0.91;0.23
10000575;SNB942173666990;Energieversorgung Beckum GmbH & Co. KG;NS, MS;2025-05-20;110.0;536.651;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;40.0;;;;0.05;;0.33;0.85
10000577;SNB947270211210;SWN Stadtwerke Neustadt GmbH;NS, MS;2025-08-14;48.0;253.401;48.0;102.189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;1.0;;;194.0;194.0;0.0;0.0;0.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;10.0;;;10.0;20.0;;0.29;0.21;0.1;0.67;0.2
10000580;SNB943604361118;Stadtwerke Eberbach GmbH;NS, MS;2025-05-20;6.0;160.495;83.0;67.259;0.0;0.0;90.0;0.0;0.0;557.0;0.0;0.0;1.0;;;1.0;;;275.0;275.0;0.0;0.0;0.0;0.0;173.0;173.0;0.0;0.0;0.0;0.0;28.0;;;28.0;28.0;;0.19;0.06;0.0;0.43;0.28
10000582;SNB954026274702;Stadtwerke Peine GmbH;NS, MS;2025-06-05;28.6;410.1;120.0;240.5;0.0;0.0;100.0;2.0;0.0;769.0;32000.0;0.0;0.6198;;;0.2245;0.6667;;546.0;881.0;0.0;0.0;0.0;0.0;66.0;294.0;2.0;3.0;0.0;0.0;27.0;270.0;;37.0;469.0;;;0.16;0.67;0.79;
10000583;SNB970253419624;Müller - Mühle GmbH & Co. KG;NS, MS;2025-06-07;1.9;22.4;8.6;6.4;0.0;0.0;9.0;0.0;0.0;12.0;0.0;0.0;1.0;;;0.1818;;;17.0;17.0;0.0;0.0;0.0;0.0;2.0;11.0;0.0;0.0;0.0;0.0;34.0;;;76.0;;;0.14;0.1;0.26;0.0;0.2
10000589;SNB935738221819;Stadtwerke Langenzenn;NS, MS;2025-05-24;5.66;106.0;5.66;33.0;0.0;0.0;100.0;0.0;0.0;875.0;0.0;0.0;1.0;;;0.968;;;110.0;110.0;0.0;0.0;0.0;0.0;121.0;125.0;0.0;0.0;0.0;0.0;77.0;;;77.0;;;0.16;0.1;0.0;0.28;0.26
10000591;SNB996457394093;Stadtwerke Forchheim GmbH;NS, MS;2025-06-04;14.11;253.147;44.95;110.888;0.0;0.0;226.0;0.0;0.0;1898.0;0.0;0.0;1.0;;;1.0;;;461.0;461.0;0.0;0.0;0.0;0.0;271.0;271.0;0.0;0.0;0.0;0.0;22.0;;;69.0;;;0.43;0.18;0.57;0.67;0.29
10000593;SNB951305396193;Stadtwerke Riesa GmbH;NS, MS;2025-08-11;14.75;302.573;58.88;143.979;0.0;0.0;78.0;2.0;0.0;562.0;25000.0;0.0;1.0;;;1.0;1.0;;194.0;194.0;0.0;0.0;0.0;0.0;109.0;109.0;3.0;3.0;0.0;0.0;51.0;402.0;;105.0;;;0.28;0.2;0.0;0.67;0.25
10000596;SNB910696207785;Teutoburger Energie Netzwerk eG (TEN eG);NS, MS;2025-06-18;32.07;985.8;32.07;343.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;;1.0;;;507.0;507.0;12.0;12.0;0.0;0.0;194.0;194.0;0.0;0.0;0.0;0.0;24.0;;;190.0;280.0;;0.36;0.16;0.33;0.42;0.54
10000600;SNB972723368326;Stadtwerke Winsen (Luhe) GmbH;NS, MS;2025-06-19;15.0;614.2;109.4;172.98;0.0;0.0;276.0;0.0;0.0;2254.0;0.0;0.0;0.3183;;;1.0;;;120.0;377.0;0.0;0.0;0.0;0.0;422.0;422.0;0.0;0.0;0.0;0.0;12.0;;;15.0;30.0;;0.29;0.24;0.0;0.67;0.25
10000602;SNB960416123321;Stadtwerke Waldkraiburg GmbH;NS, MS;2025-06-24;21.55;325.17;21.55;124.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;;;;;19.0;19.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;;;100.0;120.0;;0.19;0.04;0.0;0.43;0.29
10000603;SNB938672757734;Stadtwerke Görlitz AG;NS, MS;2025-08-25;27.11;297.0;27.11;160.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;;;31.0;;;0.29;0.2;0.33;0.45;0.18
10000604;SNB962110557570;Stadtwerke Schwabach GmbH;NS, MS;2025-05-21;17.78;480.0;71.54;174.0;0.0;0.0;268.0;0.0;0.0;2500.0;0.0;0.0;0.9911;;;1.0;;;446.0;450.0;0.0;0.0;0.0;0.0;403.0;403.0;0.0;0.0;0.0;0.0;89.0;;;155.0;;;0.18;0.3;0.0;0.18;0.25
10000606;SNB958680286002;Stadtwerke Hollfeld;NS, MS;2025-04-30;27.0;33.5;2700.0;0.0;0.0;0.0;18.0;0.0;0.0;180.0;0.0;0.0;1.0;;;;;;27.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;;;28.0;;;;0.0;0.25;0.53;
10000614;SNB947030954821;Stadtwerke Soltau GmbH & Co. KG;NS, MS;2025-08-28;203.15;309.389;203.15;208.639;0.0;0.0;180.0;2.0;0.0;1008.0;21000.0;0.0;1.0;1.0;;0.9807;1.0;;170.0;170.0;3.0;3.0;0.0;0.0;305.0;311.0;6.0;6.0;0.0;0.0;28.0;70.0;;28.0;70.0;;0.22;0.11;0.0;0.47;0.29
10000616;SNB950028563172;Stadtwerke Schneverdingen-Neuenkirchen GmbH;NS, MS;2025-06-17;30.0;383.13;332.0;297.48;0.0;0.0;243.0;2.0;0.0;1326.0;2100.0;0.0;1.0;0.8333;;0.965;;;358.0;358.0;5.0;6.0;0.0;0.0;358.0;371.0;0.0;0.0;0.0;0.0;28.0;28.0;;14.0;34.0;;0.34;0.01;0.29;0.44;0.64
10000618;SNB963821222269;Stadtwerke Oberkirch GmbH;NS, MS;2025-07-31;9.25;224.8;63.19;123.701;0.0;0.0;11.0;0.0;0.0;75.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.27;0.13;0.33;0.33;0.27
10000619;SNB985098042388;Stadtwerke Lippstadt GmbH;NS, MS, HS;2025-08-28;29.65;694.99;195.82;375.75;28.86;8.84;542.0;2.0;0.0;3103.0;48000.0;0.0;1.0;1.0;;1.0;1.0;;760.0;760.0;12.0;12.0;0.0;0.0;780.0;780.0;3.0;3.0;0.0;0.0;29.0;29.0;;16.0;47.0;;0.4;0.36;0.38;0.67;0.22
10000621;SNB963499807249;Stadtwerke Landau a.d. Isar;NS, MS;2025-08-25;64.37;364.0;64.37;142.2;0.0;0.0;5.0;0.0;0.0;40.0;0.0;0.0;1.0;;;1.0;;;240.0;240.0;0.0;0.0;0.0;0.0;15.0;15.0;0.0;0.0;0.0;0.0;60.0;;;60.0;;;0.2;0.02;0.09;0.4;0.3
10000623;SNB963671951227;Stadtwerke Herne AG;NS, MS;2025-08-28;31.254;925.1;51.4199;571.0;0.0;0.0;141.0;0.0;0.0;2331.0;0.0;0.0;1.0;1.0;;0.9965;;;298.0;298.0;14.0;14.0;0.0;0.0;283.0;284.0;0.0;0.0;0.0;0.0;55.0;100.0;;5.0;50.0;;0.4;0.22;0.33;0.46;0.58
10000626;SNB989253327099;Stadtwerke Haslach i.K.;NS, MS;2025-07-31;18.71;108.62;18.71;27.656;0.0;0.0;25.0;0.0;0.0;250.0;0.0;0.0;1.0;;;1.0;;;107.0;107.0;0.0;0.0;0.0;0.0;60.0;60.0;0.0;0.0;0.0;0.0;25.0;;;25.0;;;0.1;0.03;0.07;0.3;0.0
10000628;SNB924774487556;Stadtwerke Detmold GmbH;NS, MS;2025-05-23;129.39;717.255;147.471215;408.77;0.0;0.0;440.0;0.0;0.0;2941.0;0.0;0.0;1.0;1.0;;;;;529.0;529.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;140.0;;15.0;140.0;;0.18;0.14;0.0;0.45;0.12
10000631;SNB982085566391;HEWA GmbH;NS, MS;2025-09-04;5.16;237.298;15.16;47.625;0.0;0.0;106.0;0.0;0.0;854.0;0.0;0.0;1.0;;;0.9096;;;123.0;123.0;0.0;0.0;0.0;0.0;151.0;166.0;0.0;0.0;0.0;0.0;20.0;;;12.0;30.0;;0.2;0.14;0.0;0.33;0.31
10000634;SNB932388577952;Energieversorgung Dahlenburg-Bleckede AG;NS, MS;2025-05-21;27.0;548.9;373.0;343.75;0.0;0.0;180.0;0.0;0.0;1177.0;0.0;0.0;1.0;;;1.0;;;463.0;463.0;0.0;0.0;0.0;0.0;264.0;264.0;0.0;0.0;0.0;0.0;8.0;40.0;;8.0;40.0;;0.27;0.25;0.0;0.56;0.25
10000635;SNB983029590205;Stadtwerke Güstrow GmbH;;2025-06-06;71.09;331.1837;32.59;121.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;;169.0;169.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;49.0;70.0;;0.31;0.14;0.4;0.48;0.22
10000639;SNB968489334224;Stadtwerke Buchholz in der Nordheide GmbH;NS;2025-06-19;74.19;714.84;74.19;173.83;0.0;0.0;235.0;0.0;0.0;1988.0;0.0;0.0;1.0;;;1.0;;;489.0;489.0;0.0;0.0;0.0;0.0;413.0;413.0;0.0;0.0;0.0;0.0;47.0;314.0;;42.0;378.0;;;0.13;0.0;0.67;
10000641;SNB938624241519;Energieversorgung Trossingen GmbH;NS, MS;2025-06-04;6.35;235.355;6.35;58.778;0.0;0.0;3.0;0.0;0.0;12.0;0.0;0.0;1.0;;;1.0;;;13.0;13.0;0.0;0.0;0.0;0.0;27.0;27.0;0.0;0.0;0.0;0.0;15.0;;;30.0;80.0;;;0.02;0.07;0.67;
10000643;SNB983444187332;Stadtwerke Brühl GmbH;NS, MS;2025-08-07;11.83;319.7;36.12;171.7;0.0;0.0;258.0;0.0;0.0;2187.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.2;0.17;0.0;0.33;0.31
10000645;SNB984338214660;Gemeinde-Elektrizitäts- und Wasserwerk Burtenbach;NS, MS;2025-08-14;56.12;115.037;43.326;34.893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;30.0;;;;0.0;0.0;0.0;
10000646;SNB959513498364;Stadtwerke Bebra GmbH;NS, MS;2025-07-31;10.0;399.0;5.0;29.0;0.0;0.0;122.0;0.0;0.0;930.0;0.0;0.0;0.1993;;;1.0;;;239.0;1199.0;0.0;0.0;0.0;0.0;149.0;149.0;0.0;0.0;0.0;0.0;28.0;;;110.0;110.0;;;0.07;0.0;0.47;
10000651;SNB911031559460;Stadtwerke Bad Kissingen GmbH;NS, MS;2025-08-11;69.92;267.0;69.92;114.8;0.0;0.0;154.0;0.0;0.0;1414.0;0.0;0.0;1.0;;;1.0;;;197.0;197.0;0.0;0.0;0.0;0.0;199.0;199.0;0.0;0.0;0.0;0.0;30.0;;;35.0;;;0.2;0.12;0.1;0.33;0.24
10000656;SNB932006596143;Sömmerdaer Energieversorgung GmbH;NS, MS;2025-08-28;12.5;118.0;12.5;71.0;0.0;0.0;49.0;0.0;0.0;275.0;0.0;0.0;1.0;;;;;;173.0;173.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;;;35.0;;;0.23;0.04;0.21;0.56;0.1
10000658;SNB966380208811;Energie- und Wasserversorgung Kirchzarten GmbH;NS, MS;2025-06-06;4.0;142.8;4.0;17.5;0.0;0.0;133.0;0.0;0.0;931.0;0.0;0.0;0.9054;;;1.0;;;134.0;148.0;0.0;0.0;0.0;0.0;183.0;183.0;0.0;0.0;0.0;0.0;48.0;;;48.0;;;0.17;0.04;0.04;0.33;0.26
10000663;SNB933235634552;Stadtwerke Torgau GmbH;NS, MS;2025-05-27;14.69;271.36;72.7;128.61;0.0;0.0;54.0;1.0;0.0;700.0;700.0;0.0;1.0;;;0.8427;;;115.0;115.0;0.0;0.0;0.0;0.0;150.0;178.0;0.0;0.0;0.0;0.0;90.0;120.0;;222.0;300.0;;0.23;0.13;0.11;0.44;0.24
10000664;SNB959373877170;Stadtwerke Bad Vilbel GmbH;NS, MS;2025-05-19;7.773159;361.554;25.676337;94.561;0.0;0.0;180.0;0.0;0.0;1679.0;0.0;0.0;1.0;;;1.0;;;238.0;238.0;0.0;0.0;0.0;0.0;247.0;247.0;0.0;0.0;0.0;0.0;15.0;;;15.0;;;0.34;0.1;0.33;0.67;0.28
10000667;SNB910474681448;Stadtwerke Staßfurt GmbH;NS, MS;2025-07-05;18.78;405.616;18.78;203.985;0.0;0.0;100.0;0.0;0.0;581.0;0.0;0.0;0.2981;0.8571;;0.9831;;;62.0;208.0;6.0;7.0;0.0;0.0;116.0;118.0;0.0;0.0;0.0;0.0;28.0;;;56.0;132.0;;0.41;0.32;0.33;0.78;0.2
10000668;SNB940847187345;Stadtwerke Eschwege GmbH;NS, MS;2025-06-10;238.174;653.154;275.79;295.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4803;;;1.0532;;;268.0;558.0;0.0;0.0;0.0;0.0;99.0;94.0;0.0;0.0;0.0;0.0;20.0;;;30.0;42.0;;0.34;0.22;0.0;0.71;0.42
10000670;SNB964046129302;Stadtwerk Haßfurt GmbH;NS, MS;2025-07-07;83.0;198.46;83.0;146.57;0.0;0.0;158.0;0.0;0.0;1077.5;0.0;0.0;0.6795;1.0;;1.0;1.0;;335.0;493.0;3.0;3.0;0.0;0.0;289.0;289.0;3.0;3.0;0.0;0.0;21.0;81.0;;45.0;59.0;;0.55;0.12;0.67;0.81;0.59
10000676;SNB976170444053;Stadtwerke Rotenburg (Wümme) GmbH;NS, MS;2025-07-31;18.52;364.065;98.82;145.583;0.0;0.0;107.0;0.0;0.0;736.0;0.0;0.0;0.8466;;;1.0;;;149.0;176.0;0.0;0.0;0.0;0.0;215.0;215.0;0.0;0.0;0.0;0.0;3.0;;;20.0;27.0;;;0.16;0.0;0.33;
10000684;SNB965692805121;Stadtwerke Einbeck GmbH;NS, MS;2025-05-27;23.0;368.0;231.0;263.0;0.0;0.0;30.0;2.0;0.0;113.0;20000.0;0.0;1.0;1.0;;1.0;1.0;;315.0;315.0;35.0;35.0;0.0;0.0;160.0;160.0;7.0;7.0;0.0;0.0;13.0;150.0;;55.0;110.0;;;;0.33;0.47;
10000686;SNB964375043041;Stadtwerke Hünfeld GmbH;NS, MS;2025-06-05;13.5;353.511;120.0;147.494;0.0;0.0;51.0;1.0;0.0;315.0;7500.0;0.0;0.8983;0.4;;0.9697;;;265.0;295.0;2.0;5.0;0.0;0.0;64.0;66.0;0.0;0.0;0.0;0.0;140.0;210.0;;140.0;210.0;;;0.18;0.67;0.67;
10000691;SNB957268511697;Gemeindewerke Bovenden GmbH & Co. KG;NS, MS;2025-06-26;6.9;226.0;63.66;96.4;0.0;0.0;139.0;1.0;0.0;952.0;10500.0;0.0;1.0;;;1.0;;;269.0;269.0;0.0;0.0;0.0;0.0;175.0;175.0;0.0;0.0;0.0;0.0;28.0;120.0;;40.0;70.0;;;;0.0;0.2;0.24
10000697;SNB973519584647;Versorgungsbetriebe Bordesholm GmbH;NS, MS;2025-07-28;6.62;133.73;10.17;29.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;1.0;;;172.0;172.0;0.0;0.0;0.0;0.0;19.0;19.0;0.0;0.0;0.0;0.0;56.0;;;56.0;210.0;;0.17;0.08;0.0;0.39;0.19
10000698;SNB983425156814;TraveNetz GmbH;NS, MS, HS;2025-08-07;160.007;2532.197;1345.469;2038.905;289.277;53.095;0.0;0.0;0.0;0.0;0.0;0.0;0.8778;0.96;;;;;1551.0;1767.0;24.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;54.0;473.0;;0.34;0.33;0.0;0.82;0.2
10000701;SNB931070025696;Alliander Netz Heinsberg GmbH;NS, MS;2025-08-07;20.66;680.0;20.66;248.0;0.0;0.0;244.0;0.0;0.0;2175.0;0.0;0.0;1.0;1.0;;;;;550.0;550.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;;;25.0;50.0;;0.27;0.25;0.09;0.42;0.31
10000702;SNB965379905076;Stadtwerke Langen GmbH;NS, MS;2025-07-31;12.07;332.0;12.07;128.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;;;;;1127.0;1127.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;107.0;196.0;;0.23;0.1;0.0;0.33;0.49
10000708;SNB926559276683;Gemeindewerke Gundelfingen GmbH;NS, MS;2025-07-22;2.74;118.107;2.74;22.863;0.0;0.0;70.0;0.0;0.0;476.0;0.0;0.0;1.0;;;1.0;;;82.0;82.0;0.0;0.0;0.0;0.0;104.0;104.0;0.0;0.0;0.0;0.0;44.0;42.0;;140.0;170.0;;0.19;0.13;0.0;0.33;0.29
10000710;SNB943841101959;KEW Kommunale Energie- und Wasserversorgung AG;NS, MS;2025-08-04;32.07;743.618;149.2;377.748;0.0;0.0;451.0;1.0;0.0;39600.0;3450.0;0.0;1.0218;1.0;;0.8994;0.8571;;562.0;550.0;7.0;7.0;0.0;0.0;742.0;825.0;6.0;7.0;0.0;0.0;46.0;73.0;;113.0;188.0;;0.25;0.42;0.11;0.22;0.26
10000712;SNB925050442719;Stadtwerke Dorfen GmbH;NS, MS;2025-11-20;82.69;275.0;82.69;110.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.08;0.33;0.13;
10000716;SNB956741146944;Stadtwerke Münchberg;NS, MS;2025-08-25;12.69;124.0;68.78;61.0;0.0;0.0;40.0;0.0;0.0;396.0;0.0;0.0;1.0;;;0.2031;;;131.0;131.0;0.0;0.0;0.0;0.0;13.0;64.0;0.0;0.0;0.0;0.0;180.0;180.0;;120.0;;;0.18;0.07;0.0;0.44;0.21
10000717;SNB961833910969;Stadtwerke Pasewalk GmbH;NS, MS;2025-05-19;20.6;184.0;20.6;69.0;0.0;0.0;16.0;0.0;0.0;138.0;0.0;0.0;0.1935;;;0.4444;;;12.0;62.0;0.0;0.0;0.0;0.0;8.0;18.0;0.0;0.0;0.0;0.0;27.0;;;27.0;;;0.17;0.01;0.0;0.4;0.26
10000719;SNB939624707241;Neubrandenburger Stadtwerke GmbH;NS, MS;2025-05-21;30.7;443.92;85.61;238.369;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;;1.0;;;154.0;154.0;3.0;3.0;0.0;0.0;33.0;33.0;0.0;0.0;0.0;0.0;160.0;;;145.0;210.0;;0.5;0.39;0.12;0.67;0.8
10000726;SNB969058795651;Stadtwerke Waiblingen GmbH;NS, MS;2025-06-18;13.772;356.52;42.76;181.47;0.0;0.0;201.0;1.0;0.0;1009.0;50.0;0.0;1.0;1.0;;1.0;1.0;;280.0;280.0;5.0;5.0;0.0;0.0;300.0;300.0;11.0;11.0;0.0;0.0;2.0;4.0;;2.0;4.0;;;0.46;0.0;0.67;
10000729;SNB943203125821;Stadtwerke Bad Saulgau;NS, MS;2025-07-22;3.89;108.0;21.0;41.0;0.0;0.0;108.0;0.0;0.0;1124.0;0.0;0.0;0.1638;0.4;;0.8803;;;113.0;690.0;2.0;5.0;0.0;0.0;125.0;142.0;0.0;0.0;0.0;0.0;40.0;;;110.0;160.0;;0.18;0.03;0.0;0.43;0.25
10000731;SNB953868012787;Schleswiger Stadtwerke GmbH;NS, MS;2025-05-22;10.2;364.92;18.0;105.87;0.0;0.0;134.0;0.0;0.0;746.0;0.0;0.0;1.0;;;0.9244;;;129.0;129.0;0.0;0.0;0.0;0.0;220.0;238.0;0.0;0.0;0.0;0.0;25.0;60.0;;60.0;60.0;;0.28;0.15;0.33;0.41;0.23
10000734;SNB984269982003;Stadtwerke Deidesheim GmbH;NS, MS;2025-05-15;3.0;41.0;3.0;15.0;0.0;0.0;63.0;0.0;0.0;520.0;0.0;0.0;1.0;;;1.0;;;81.0;81.0;0.0;0.0;0.0;0.0;80.0;80.0;0.0;0.0;0.0;0.0;6.0;;;6.0;;;0.41;0.09;0.0;0.67;0.91
10000736;SNB929073868471;Stadtwerke Wasserburg a. Inn;NS, MS;2025-06-06;2.06;139.84;2.06;33.09;0.0;0.0;5.0;30.0;0.0;689.0;0.0;0.0;0.0476;;;;;;5.0;105.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;60.0;;20.0;40.0;;0.29;0.12;0.67;0.1;0.27
10000738;SNB911641710114;Regionetz GmbH;NS, MS, HS;2025-05-22;228.542720992538;4341.59;1077.99952433132;2335.91;183.36;56.58;25.0;9.0;0.0;295.0;114734.0;0.0;0.8871;0.0682;;;;;4519.0;5094.0;3.0;44.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;89.0;;15.0;126.0;;0.37;0.23;0.37;0.67;0.22
10000742;SNB968949417344;Stadtwerke Bad Hersfeld GmbH;NS, MS;2025-07-21;16.0;417.35;73.0;149.65;0.0;0.0;194.0;3.0;0.0;1894.0;4000.0;0.0;1.0465;;;;;;360.0;344.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.0;455.0;;100.0;450.0;;0.25;0.11;0.09;0.51;0.27
10000744;SNB948134408678;Stadtwerke Quickborn GmbH;NS, MS;2025-07-15;12.47;440.017;50.25;123.637;0.0;0.0;523.0;0.0;0.0;3198.645;0.0;0.0;1.0;1.0;;0.9986;;;280.0;280.0;6.0;6.0;0.0;0.0;712.0;713.0;0.0;0.0;0.0;0.0;20.0;95.0;;10.0;100.0;;0.34;0.08;0.33;0.67;0.26
10000752;SNB958672501014;Stadtwerke Bad Reichenhall KU;NS, MS;2025-07-31;6.0;254.18;16.51;64.17;0.0;0.0;52.0;0.0;0.0;470.0;0.0;0.0;1.0;;;0.7761;;;75.0;75.0;0.0;0.0;0.0;0.0;52.0;67.0;0.0;0.0;0.0;0.0;20.0;180.0;;40.0;100.0;;0.42;0.12;0.0;0.67;0.9
10000755;SNB945149216045;Stadtwerke Dachau Eigenbetr. d. Stadt Dachau;NS, MS;2025-07-17;11.7;334.941;36.26;138.6;0.0;0.0;170.0;0.0;0.0;1247.0;0.0;0.0;0.847;;;1.0031;;;238.0;281.0;0.0;0.0;0.0;0.0;323.0;322.0;0.0;0.0;0.0;0.0;65.0;117.0;;91.0;;;0.43;0.11;0.67;0.67;0.29
10000761;SNB985206131959;Stadtwerke Waldkirchen;NS, MS;2025-06-17;9.37;77.0;9.37;19.0;0.0;0.0;45.0;0.0;0.0;675.0;0.0;0.0;1.0;;;0.76;;;57.0;57.0;0.0;0.0;0.0;0.0;57.0;75.0;0.0;0.0;0.0;0.0;31.0;;;31.0;;;0.18;0.0;0.33;0.14;0.25
10000766;SNB978963778161;e-werk Sachsenwald GmbH;MS;2025-07-31;91.34;677.0;91.34;298.0;0.0;0.0;512.0;0.0;0.0;3072.0;0.0;0.0;1.0;1.0;;1.0;;;579.0;579.0;8.0;8.0;0.0;0.0;1026.0;1026.0;0.0;0.0;0.0;0.0;15.0;74.0;;15.0;70.0;;0.3;0.28;0.2;0.44;0.28
10000768;SNB972265030262;Gemeindewerke Münchweiler a.d. Rodalb AöR;NS, MS;2025-07-21;3.0;48.1;27.18;19.1;0.0;0.0;24.0;0.0;0.0;141.0;0.0;0.0;1.0;;;1.0;;;27.0;27.0;0.0;0.0;0.0;0.0;67.0;67.0;0.0;0.0;0.0;0.0;45.0;;;30.0;;;0.15;0.06;0.0;0.14;0.39
10000779;SNB985979481190;Elektrizitäts- und Wasserversorgungsgenossenschaft Vagen eG;NS, MS;2025-05-22;1.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.13;0.01;0.0;0.17;0.32
10000782;SNB930134015819;Elektrizitätsgenossenschaft Vogling & Angrenzer eG;NS, MS;2025-08-11;5.96;128.203;78.73;101.686;0.0;0.0;131.0;0.0;0.0;1092.0;0.0;0.0;1.0;;;1.0;;;165.0;165.0;0.0;0.0;0.0;0.0;192.0;192.0;0.0;0.0;0.0;0.0;10.0;21.0;;10.0;21.0;;0.35;0.12;0.33;0.67;0.26
10000783;SNB973056451075;Stadtwerke Munster-Bispingen GmbH;NS, MS, HS;2025-11-24;34.54;441.28;98.0;224.04;0.0;0.0;200.0;0.0;0.0;640.0;0.0;0.0;0.8219;;;0.0627;;;180.0;219.0;0.0;0.0;0.0;0.0;16.0;255.0;0.0;0.0;0.0;0.0;6.0;;;90.0;;;0.39;0.05;0.33;0.33;0.85
10000784;SNB943915605062;EVG Energieversorgung Gemünden GmbH;NS, MS;2025-05-20;8.0;231.4;77.89;57.95;0.0;0.0;98.0;0.0;0.0;832.21;0.0;0.0;0.9231;;;0.4554;;;120.0;130.0;0.0;0.0;0.0;0.0;51.0;112.0;0.0;0.0;0.0;0.0;7.0;;;17.0;;;0.39;0.12;0.33;0.67;0.45
10000786;SNB925565312521;Stadtwerke Gaggenau;NS, MS;2025-08-14;15.0;291.0;15.0;119.8;0.0;0.0;325.0;0.0;0.0;2212.0;0.0;0.0;0.998;;;0.0709;;;490.0;491.0;0.0;0.0;0.0;0.0;28.0;395.0;0.0;0.0;0.0;0.0;63.0;342.0;;33.0;349.0;;0.22;0.02;0.0;0.27;0.58
